title,link,original,sale,discount,currency,date,time
linear chicken,https://store.steampowered.com/app/852660/Linear_Chicken/?snr=1_7_7_2300_150_47,2.29,1.14,50,CDN,2020-04-27,23:25
snowball rush,https://store.steampowered.com/app/1051160/Snowball_Rush/?snr=1_7_7_2300_150_47,1.19,0.59,50,CDN,2020-04-27,23:25
necronomistore,https://store.steampowered.com/app/1063360/Necronomistore/?snr=1_7_7_2300_150_47,1.19,0.59,50,CDN,2020-04-27,23:25
skull rogue,https://store.steampowered.com/app/1210700/Skull_Rogue/?snr=1_7_7_2300_150_47,1.19,0.59,50,CDN,2020-04-27,23:25
next hand master,https://store.steampowered.com/app/1138360/Next_Hand_Master/?snr=1_7_7_2300_150_47,1.19,0.59,50,CDN,2020-04-27,23:25
stary,https://store.steampowered.com/app/995280/Stary/?snr=1_7_7_2300_150_47,5.69,1.13,80,CDN,2020-04-27,23:25
hockeysplit,https://store.steampowered.com/app/1206000/Hockeysplit/?snr=1_7_7_2300_150_47,1.19,0.59,50,CDN,2020-04-27,23:25
montero,https://store.steampowered.com/app/795910/Montero/?snr=1_7_7_2300_150_47,4.65,2.92,37,CDN,2020-04-27,23:25
n0-exit,https://store.steampowered.com/app/503430/N0EXIT/?snr=1_7_7_2300_150_47,1.09,0.59,46,CDN,2020-04-27,23:25
handball 16,https://store.steampowered.com/app/384320/Handball_16/?snr=1_7_7_2300_150_47,43.99,10.99,75,CDN,2020-04-27,23:25
mecho tales,https://store.steampowered.com/app/714840/Mecho_Tales/?snr=1_7_7_2300_150_47,21.99,2.19,90,CDN,2020-04-27,23:25
fated souls 2,https://store.steampowered.com/app/523900/Fated_Souls_2/?snr=1_7_7_2300_150_47,9.99,0.99,90,CDN,2020-04-27,23:25
lost artifacts: soulstone,https://store.steampowered.com/app/874020/Lost_Artifacts_Soulstone/?snr=1_7_7_2300_150_47,17.49,1.74,90,CDN,2020-04-27,23:25
blind boris,https://store.steampowered.com/app/789930/Blind_Boris/?snr=1_7_7_2300_150_47,14.49,1.44,90,CDN,2020-04-27,23:25
réussir : code de la route,https://store.steampowered.com/app/1109840/Russir__Code_de_la_Route/?snr=1_7_7_2300_150_47,22.79,4.55,80,CDN,2020-04-27,23:25
maze slider,https://store.steampowered.com/app/1262260/Maze_Slider/?snr=1_7_7_2300_150_47,1.19,0.71,40,CDN,2020-04-27,23:25
under water : abyss survival vr,https://store.steampowered.com/app/1042130/Under_Water__Abyss_Survival_VR/?snr=1_7_7_2300_150_47,6.69,4.68,30,CDN,2020-04-27,23:25
tungulus,https://store.steampowered.com/app/636470/Tungulus/?snr=1_7_7_2300_150_47,2.19,0.59,73,CDN,2020-04-27,23:25
centralia,https://store.steampowered.com/app/1122110/CENTRALIA/?snr=1_7_7_2300_150_47,7.99,1.99,75,CDN,2020-04-27,23:25
the rare nine,https://store.steampowered.com/app/726800/The_Rare_Nine/?snr=1_7_7_2300_150_47,2.29,0.59,74,CDN,2020-04-27,23:25
cybernetica,https://store.steampowered.com/app/1246140/Cybernetica/?snr=1_7_7_2300_150_48,22.79,2.27,90,CDN,2020-04-27,23:25
bouncy bob: episode 2,https://store.steampowered.com/app/1117330/Bouncy_Bob_Episode_2/?snr=1_7_7_2300_150_48,5.69,0.62,89,CDN,2020-04-27,23:25
hidden object - sweet home,https://store.steampowered.com/app/726070/Hidden_Object__Sweet_Home/?snr=1_7_7_2300_150_48,2.29,0.59,74,CDN,2020-04-27,23:25
midnight's blessing 2,https://store.steampowered.com/app/461370/Midnights_Blessing_2/?snr=1_7_7_2300_150_48,8.79,0.87,90,CDN,2020-04-27,23:25
vr the anime girls method / 全豚に告ぐ！これで痩せなきゃお前は終わりだ！,https://store.steampowered.com/app/563160/VR_the_Anime_Girls_Method/?snr=1_7_7_2300_150_48,18.49,1.84,90,CDN,2020-04-27,23:25
pixel shooter,https://store.steampowered.com/app/647280/Pixel_Shooter/?snr=1_7_7_2300_150_48,11.90,1.19,90,CDN,2020-04-27,23:25
puzzle monarch: super natural,https://store.steampowered.com/app/916860/Puzzle_Monarch_Super_Natural/?snr=1_7_7_2300_150_48,6.99,0.69,90,CDN,2020-04-27,23:25
thanksgiving day mosaic,https://store.steampowered.com/app/891710/Thanksgiving_Day_Mosaic/?snr=1_7_7_2300_150_48,5.69,0.62,89,CDN,2020-04-27,23:25
super grower,https://store.steampowered.com/app/991750/Super_Grower/?snr=1_7_7_2300_150_48,2.29,1.37,40,CDN,2020-04-27,23:25
rescue bomber,https://store.steampowered.com/app/1069000/Rescue_bomber/?snr=1_7_7_2300_150_48,11.49,1.14,90,CDN,2020-04-27,23:25
thugs law,https://store.steampowered.com/app/1018960/Thugs_Law/?snr=1_7_7_2300_150_48,6.69,0.66,90,CDN,2020-04-27,23:25
feed the pets,https://store.steampowered.com/app/936010/Feed_the_Pets/?snr=1_7_7_2300_150_48,11.49,1.14,90,CDN,2020-04-27,23:25
super orb collector,https://store.steampowered.com/app/1031640/Super_Orb_Collector/?snr=1_7_7_2300_150_48,2.29,1.37,40,CDN,2020-04-27,23:25
land of puzzles: battles,https://store.steampowered.com/app/931360/Land_of_Puzzles_Battles/?snr=1_7_7_2300_150_48,6.99,0.69,90,CDN,2020-04-27,23:25
professor watts memory match: expressions,https://store.steampowered.com/app/932670/Professor_Watts_Memory_Match_Expressions/?snr=1_7_7_2300_150_48,6.99,0.69,90,CDN,2020-04-27,23:25
professor watts memory match: cute animals,https://store.steampowered.com/app/910200/Professor_Watts_Memory_Match_Cute_Animals/?snr=1_7_7_2300_150_48,6.99,0.69,90,CDN,2020-04-27,23:25
professor watts word search: space voyage,https://store.steampowered.com/app/881610/Professor_Watts_Word_Search_Space_Voyage/?snr=1_7_7_2300_150_48,6.99,0.69,90,CDN,2020-04-27,23:25
super space jump man,https://store.steampowered.com/app/1035860/Super_Space_Jump_Man/?snr=1_7_7_2300_150_48,2.29,1.37,40,CDN,2020-04-27,23:25
operation desert road,https://store.steampowered.com/app/727320/Operation_Desert_Road/?snr=1_7_7_2300_150_48,5.69,0.62,89,CDN,2020-04-27,23:25
sons of triskelion,https://store.steampowered.com/app/592060/Sons_of_Triskelion/?snr=1_7_7_2300_150_48,4.49,0.62,86,CDN,2020-04-27,23:25
happy singh adventures,https://store.steampowered.com/app/545560/Happy_Singh_Adventures/?snr=1_7_7_2300_150_48,5.49,0.60,89,CDN,2020-04-27,23:25
jewel puzzle click,https://store.steampowered.com/app/995700/Jewel_Puzzle_Click/?snr=1_7_7_2300_150_48,5.69,0.62,89,CDN,2020-04-27,23:25
gold magic 800,https://store.steampowered.com/app/939200/Gold_Magic_800/?snr=1_7_7_2300_150_48,5.69,0.62,89,CDN,2020-04-27,23:25
the king's new castle,https://store.steampowered.com/app/1040450/The_Kings_New_Castle/?snr=1_7_7_2300_150_48,15.49,1.85,88,CDN,2020-04-27,23:25
fortress of hell,https://store.steampowered.com/app/644870/Fortress_of_Hell/?snr=1_7_7_2300_150_48,7.99,1.59,80,CDN,2020-04-27,23:25
kingdom vs zombies,https://store.steampowered.com/app/1220850/Kingdom_vs_Zombies/?snr=1_7_7_2300_150_49,6.69,5.68,15,CDN,2020-04-27,23:25
meatpossible: chapter 1.5,https://store.steampowered.com/app/922810/MeatPossible_Chapter_15/?snr=1_7_7_2300_150_49,4.65,0.69,85,CDN,2020-04-27,23:25
dark hope: a puzzle adventure,https://store.steampowered.com/app/620350/Dark_Hope_A_Puzzle_Adventure/?snr=1_7_7_2300_150_49,22.79,5.69,75,CDN,2020-04-27,23:25
king of spies,https://store.steampowered.com/app/1284300/King_of_Spies/?snr=1_7_7_2300_150_49,4.65,4.18,10,CDN,2020-04-27,23:25
dynasty warriors 9 special scenario edition / 真・三國無双８ 追加シナリオエディション,https://store.steampowered.com/sub/414763/?snr=1_7_7_2300_150_49,56.99,39.89,30,CDN,2020-04-27,23:25
one day for revenge,https://store.steampowered.com/app/878100/One_Day_for_Revenge/?snr=1_7_7_2300_150_49,6.69,1.00,85,CDN,2020-04-27,23:25
angel flare,https://store.steampowered.com/app/432790/Angel_Flare/?snr=1_7_7_2300_150_49,11.49,2.29,80,CDN,2020-04-27,23:25
project shield,https://store.steampowered.com/app/585940/Project_Shield/?snr=1_7_7_2300_150_49,20.49,2.04,90,CDN,2020-04-27,23:25
the new queen,https://store.steampowered.com/app/552570/The_New_Queen/?snr=1_7_7_2300_150_49,8.79,0.87,90,CDN,2020-04-27,23:25
dupio,https://store.steampowered.com/app/793990/Dupio/?snr=1_7_7_2300_150_49,13.49,1.34,90,CDN,2020-04-27,23:25
moonfall ultimate,https://store.steampowered.com/app/853940/Moonfall_Ultimate/?snr=1_7_7_2300_150_49,14.49,5.07,65,CDN,2020-04-27,23:25
vagrant hearts zero,https://store.steampowered.com/app/615680/Vagrant_Hearts_Zero/?snr=1_7_7_2300_150_49,5.69,0.62,89,CDN,2020-04-27,23:25
a.i. invasion,https://store.steampowered.com/app/386540/AI_Invasion/?snr=1_7_7_2300_150_49,10.99,3.29,70,CDN,2020-04-27,23:25
lights\, camera\, reaction!,https://store.steampowered.com/app/1222000/Lights_Camera_Reaction/?snr=1_7_7_2300_150_49,11.49,2.29,80,CDN,2020-04-27,23:25
space redemption,https://store.steampowered.com/app/1250960/Space_Redemption/?snr=1_7_7_2300_150_49,3.39,0.61,82,CDN,2020-04-27,23:25
run\, my little pixel,https://store.steampowered.com/app/703270/Run_my_little_pixel/?snr=1_7_7_2300_150_49,3.39,0.61,82,CDN,2020-04-27,23:25
iterform,https://store.steampowered.com/app/873210/iterform/?snr=1_7_7_2300_150_49,3.39,0.61,82,CDN,2020-04-27,23:25
the dark side,https://store.steampowered.com/app/1017880/The_Dark_Side/?snr=1_7_7_2300_150_49,6.69,1.33,80,CDN,2020-04-27,23:25
workhard,https://store.steampowered.com/app/1138280/Workhard/?snr=1_7_7_2300_150_49,3.39,0.61,82,CDN,2020-04-27,23:25
amanda's sticker book,https://store.steampowered.com/app/985640/Amandas_Sticker_Book/?snr=1_7_7_2300_150_49,5.00,1.00,80,CDN,2020-04-27,23:25
hectic void,https://store.steampowered.com/app/873120/Hectic_Void/?snr=1_7_7_2300_150_49,4.65,0.93,80,CDN,2020-04-27,23:25
murder in tehran's alleys 2016,https://store.steampowered.com/app/639730/Murder_In_Tehrans_Alleys_2016/?snr=1_7_7_2300_150_49,10.99,2.19,80,CDN,2020-04-27,23:25
gangsta sniper 3: final parody,https://store.steampowered.com/app/1173260/Gangsta_Sniper_3_Final_Parody/?snr=1_7_7_2300_150_49,3.39,0.64,81,CDN,2020-04-27,23:25
murder in tehran's alleys 1933,https://store.steampowered.com/app/630170/Murder_In_Tehrans_Alleys_1933/?snr=1_7_7_2300_150_49,10.99,2.19,80,CDN,2020-04-27,23:25
space mega force man,https://store.steampowered.com/app/1232260/Space_Mega_Force_Man/?snr=1_7_7_2300_150_49,6.69,1.33,80,CDN,2020-04-27,23:25
dark blood,https://store.steampowered.com/app/1080440/Dark_Blood/?snr=1_7_7_2300_150_50,7.99,1.59,80,CDN,2020-04-27,23:25
cyborg invasion shooter 3: savior of the world,https://store.steampowered.com/app/1023150/Cyborg_Invasion_Shooter_3_Savior_Of_The_World/?snr=1_7_7_2300_150_50,3.39,0.67,80,CDN,2020-04-27,23:25
tank: m1a1 abrams battle simulation,https://store.steampowered.com/app/410550/Tank_M1A1_Abrams_Battle_Simulation/?snr=1_7_7_2300_150_50,7.79,1.94,75,CDN,2020-04-27,23:25
new york taxi simulator,https://store.steampowered.com/app/446470/New_York_Taxi_Simulator/?snr=1_7_7_2300_150_50,5.49,2.19,60,CDN,2020-04-27,23:25
xylith - hostile planet,https://store.steampowered.com/app/1210640/XYLITH__Hostile_Planet/?snr=1_7_7_2300_150_50,19.49,5.84,70,CDN,2020-04-27,23:25
when they arrived,https://store.steampowered.com/app/843860/When_They_Arrived/?snr=1_7_7_2300_150_50,4.65,1.86,60,CDN,2020-04-27,23:25
houdini's castle,https://store.steampowered.com/app/972420/Houdinis_Castle/?snr=1_7_7_2300_150_50,12.49,3.12,75,CDN,2020-04-27,23:25
new york bus simulator,https://store.steampowered.com/app/446480/New_York_Bus_Simulator/?snr=1_7_7_2300_150_50,5.49,2.19,60,CDN,2020-04-27,23:25
quarantine girls,https://store.steampowered.com/app/1283420/QUARANTINE_Girls/?snr=1_7_7_2300_150_50,1.19,0.95,20,CDN,2020-04-27,23:25
the trials of olympus,https://store.steampowered.com/app/985280/The_Trials_of_Olympus/?snr=1_7_7_2300_150_50,5.69,1.42,75,CDN,2020-04-27,23:25
space turret gunner 宇宙大炮手,https://store.steampowered.com/app/798180/Space_Turret_Gunner/?snr=1_7_7_2300_150_50,11.49,3.44,70,CDN,2020-04-27,23:25
city gangs san andreas,https://store.steampowered.com/app/1150610/City_Gangs_San_Andreas/?snr=1_7_7_2300_150_50,2.29,0.59,74,CDN,2020-04-27,23:25
ancient journey vr,https://store.steampowered.com/app/854030/Ancient_Journey_VR/?snr=1_7_7_2300_150_50,28.99,8.69,70,CDN,2020-04-27,23:25
fantasy heroes,https://store.steampowered.com/app/1031210/Fantasy_Heroes/?snr=1_7_7_2300_150_50,5.69,1.42,75,CDN,2020-04-27,23:25
magibot,https://store.steampowered.com/app/690850/Magibot/?snr=1_7_7_2300_150_50,14.49,4.34,70,CDN,2020-04-27,23:25
eva reynes,https://store.steampowered.com/app/1055150/Eva_Reynes/?snr=1_7_7_2300_150_50,11.49,3.44,70,CDN,2020-04-27,23:25
super catscape,https://store.steampowered.com/app/1048260/Super_Catscape/?snr=1_7_7_2300_150_50,5.69,1.42,75,CDN,2020-04-27,23:25
zahalia,https://store.steampowered.com/app/791320/Zahalia/?snr=1_7_7_2300_150_50,2.29,0.59,74,CDN,2020-04-27,23:25
limit of defense,https://store.steampowered.com/app/757690/Limit_of_defense/?snr=1_7_7_2300_150_50,3.39,0.84,75,CDN,2020-04-27,23:25
x-point,https://store.steampowered.com/app/1018720/XPOINT/?snr=1_7_7_2300_150_50,28.99,5.79,80,CDN,2020-04-27,23:25
jam studio vr - education & health care edition,https://store.steampowered.com/app/947490/Jam_Studio_VR__Education__Health_Care_Edition/?snr=1_7_7_2300_150_50,226.99,45.39,80,CDN,2020-04-27,23:25
stage of light,https://store.steampowered.com/app/1007240/Stage_of_Light/?snr=1_7_7_2300_150_50,68.99,13.79,80,CDN,2020-04-27,23:25
the body changer,https://store.steampowered.com/app/324390/The_Body_Changer/?snr=1_7_7_2300_150_50,33.99,6.79,80,CDN,2020-04-27,23:25
sheol,https://store.steampowered.com/app/1211950/Sheol/?snr=1_7_7_2300_150_50,11.49,2.29,80,CDN,2020-04-27,23:25
70 seconds survival,https://store.steampowered.com/app/878470/70_Seconds_Survival/?snr=1_7_7_2300_150_50,2.29,0.59,74,CDN,2020-04-27,23:25
深海：即刻抉择,https://store.steampowered.com/app/1061010/_/?snr=1_7_7_2300_150_51,6.69,3.34,50,CDN,2020-04-27,23:25
deconstructor,https://store.steampowered.com/app/862120/Deconstructor/?snr=1_7_7_2300_150_51,2.29,0.59,74,CDN,2020-04-27,23:25
marvin the hatter,https://store.steampowered.com/app/1036820/Marvin_The_Hatter/?snr=1_7_7_2300_150_51,2.29,0.59,74,CDN,2020-04-27,23:25
professor madhouse,https://store.steampowered.com/app/849420/Professor_Madhouse/?snr=1_7_7_2300_150_51,2.29,0.59,74,CDN,2020-04-27,23:25
web spice,https://store.steampowered.com/app/796710/web_spice/?snr=1_7_7_2300_150_51,2.29,0.59,74,CDN,2020-04-27,23:25
random rooms,https://store.steampowered.com/app/803290/RANDOM_rooms/?snr=1_7_7_2300_150_51,2.29,0.59,74,CDN,2020-04-27,23:25
danny's war,https://store.steampowered.com/app/559200/Dannys_War/?snr=1_7_7_2300_150_51,2.19,0.59,73,CDN,2020-04-27,23:25
kira's contract,https://store.steampowered.com/app/1173500/Kiras_Contract/?snr=1_7_7_2300_150_51,5.69,1.70,70,CDN,2020-04-27,23:25
dynasty warriors 9 special weapon edition / 真・三國無双８ 追加武器エディション,https://store.steampowered.com/sub/414762/?snr=1_7_7_2300_150_51,51.49,36.04,30,CDN,2020-04-27,23:25
恋爱公寓（my girl：love story）,https://store.steampowered.com/app/1044930/My_GirlLove_Story/?snr=1_7_7_2300_150_51,11.49,5.74,50,CDN,2020-04-27,23:25
dead horde,https://store.steampowered.com/app/27940/Dead_Horde/?snr=1_7_7_2300_150_51,6.69,3.34,50,CDN,2020-04-27,23:25
battleship bishojo,https://store.steampowered.com/app/614560/Battleship_Bishojo/?snr=1_7_7_2300_150_51,13.99,6.99,50,CDN,2020-04-27,23:25
ladies orders,https://store.steampowered.com/app/1141380/Ladies_Orders/?snr=1_7_7_2300_150_51,4.65,1.39,70,CDN,2020-04-27,23:25
shopkeeper simulator vr,https://store.steampowered.com/app/837240/Shopkeeper_Simulator_VR/?snr=1_7_7_2300_150_51,6.69,3.34,50,CDN,2020-04-27,23:25
dragon slayer,https://store.steampowered.com/app/1151770/Dragon_Slayer/?snr=1_7_7_2300_150_51,5.69,1.70,70,CDN,2020-04-27,23:25
ocean wonder vr,https://store.steampowered.com/app/844820/Ocean_Wonder_VR/?snr=1_7_7_2300_150_51,11.49,3.44,70,CDN,2020-04-27,23:25
supaplex hard,https://store.steampowered.com/app/894570/Supaplex_HARD/?snr=1_7_7_2300_150_51,11.49,3.44,70,CDN,2020-04-27,23:25
xeyyex,https://store.steampowered.com/app/1085990/XEYYEX/?snr=1_7_7_2300_150_51,4.65,1.39,70,CDN,2020-04-27,23:25
caveman chuck,https://store.steampowered.com/app/922650/Caveman_Chuck/?snr=1_7_7_2300_150_51,3.39,1.01,70,CDN,2020-04-27,23:25
dark tower,https://store.steampowered.com/app/606060/Dark_Tower/?snr=1_7_7_2300_150_51,3.29,0.98,70,CDN,2020-04-27,23:25
inside grass,https://store.steampowered.com/app/943040/Inside_Grass/?snr=1_7_7_2300_150_51,5.69,1.70,70,CDN,2020-04-27,23:25
magic nations,https://store.steampowered.com/app/773530/Magic_Nations/?snr=1_7_7_2300_150_51,11.49,3.44,70,CDN,2020-04-27,23:25
haunted hotel: stay in the light,https://store.steampowered.com/app/660170/Haunted_Hotel_Stay_in_the_Light/?snr=1_7_7_2300_150_51,6.49,1.94,70,CDN,2020-04-27,23:25
edgar,https://store.steampowered.com/app/455640/Edgar/?snr=1_7_7_2300_150_51,5.49,1.37,75,CDN,2020-04-27,23:25
hatchick,https://store.steampowered.com/app/677190/HATCHICK/?snr=1_7_7_2300_150_51,17.49,4.37,75,CDN,2020-04-27,23:25
footy ball tournament 2018,https://store.steampowered.com/app/862190/Footy_Ball_Tournament_2018/?snr=1_7_7_2300_150_52,5.69,1.42,75,CDN,2020-04-27,23:25
limouzik,https://store.steampowered.com/app/864760/Limouzik/?snr=1_7_7_2300_150_52,22.79,5.69,75,CDN,2020-04-27,23:25
qubes,https://store.steampowered.com/app/1029790/Qubes/?snr=1_7_7_2300_150_52,5.69,1.42,75,CDN,2020-04-27,23:25
frank & the timetwister machine,https://store.steampowered.com/app/1062470/Frank__the_TimeTwister_Machine/?snr=1_7_7_2300_150_52,11.49,2.87,75,CDN,2020-04-27,23:25
auto factory,https://store.steampowered.com/app/1143170/Auto_Factory/?snr=1_7_7_2300_150_52,6.69,1.67,75,CDN,2020-04-27,23:25
frigus i̇nferos,https://store.steampowered.com/app/1013630/Frigus_nferos/?snr=1_7_7_2300_150_52,11.49,2.87,75,CDN,2020-04-27,23:25
wingsuit: gudvangen,https://store.steampowered.com/app/1083260/Wingsuit_Gudvangen/?snr=1_7_7_2300_150_52,8.99,2.24,75,CDN,2020-04-27,23:25
second dimension retropak vol. 1,https://store.steampowered.com/app/1137930/Second_Dimension_RetroPak_Vol_1/?snr=1_7_7_2300_150_52,22.79,5.69,75,CDN,2020-04-27,23:25
sector 40: the soviet legacy,https://store.steampowered.com/app/1260250/SECTOR_40_The_Soviet_Legacy/?snr=1_7_7_2300_150_52,20.49,6.14,70,CDN,2020-04-27,23:25
everybody loves skeletons,https://store.steampowered.com/app/1100210/Everybody_Loves_Skeletons/?snr=1_7_7_2300_150_52,6.69,2.27,66,CDN,2020-04-27,23:25
farming giant,https://store.steampowered.com/app/259910/Farming_Giant/?snr=1_7_7_2300_150_52,2.29,1.14,50,CDN,2020-04-27,23:25
slime adventure 2,https://store.steampowered.com/app/1060380/Slime_Adventure_2/?snr=1_7_7_2300_150_52,2.29,0.59,74,CDN,2020-04-27,23:25
project:surviving,https://store.steampowered.com/app/608830/Projectsurviving/?snr=1_7_7_2300_150_52,1.19,0.59,50,CDN,2020-04-27,23:25
kings,https://store.steampowered.com/app/903740/Kings/?snr=1_7_7_2300_150_52,1.19,0.59,50,CDN,2020-04-27,23:25
project of the developer,https://store.steampowered.com/app/601340/Project_of_the_Developer/?snr=1_7_7_2300_150_52,1.19,0.59,50,CDN,2020-04-27,23:25
tengutana,https://store.steampowered.com/app/630070/Tengutana/?snr=1_7_7_2300_150_52,4.65,1.58,66,CDN,2020-04-27,23:25
nebulas lasso,https://store.steampowered.com/app/1086980/Nebulas_Lasso/?snr=1_7_7_2300_150_52,28.99,11.59,60,CDN,2020-04-27,23:25
asteroid deflector xl,https://store.steampowered.com/app/818830/Asteroid_Deflector_XL/?snr=1_7_7_2300_150_52,3.39,1.11,67,CDN,2020-04-27,23:25
steel eagle,https://store.steampowered.com/app/733750/Steel_Eagle/?snr=1_7_7_2300_150_52,3.39,1.11,67,CDN,2020-04-27,23:25
monster capture king,https://store.steampowered.com/app/1206660/Monster_Capture_King/?snr=1_7_7_2300_150_52,3.39,1.15,66,CDN,2020-04-27,23:25
satanist,https://store.steampowered.com/app/480780/Satanist/?snr=1_7_7_2300_150_52,1.09,0.59,46,CDN,2020-04-27,23:25
eggtime 2,https://store.steampowered.com/app/630080/EggTime_2/?snr=1_7_7_2300_150_52,7.99,2.71,66,CDN,2020-04-27,23:25
mahjong secrets,https://store.steampowered.com/app/947400/Mahjong_Secrets/?snr=1_7_7_2300_150_52,6.69,2.60,61,CDN,2020-04-27,23:25
tactics: bludgeons blessing,https://store.steampowered.com/app/517500/Tactics_Bludgeons_Blessing/?snr=1_7_7_2300_150_52,22.79,6.83,70,CDN,2020-04-27,23:25
dsync,https://store.steampowered.com/app/743100/dsync/?snr=1_7_7_2300_150_52,11.49,3.44,70,CDN,2020-04-27,23:25
boundary vr,https://store.steampowered.com/app/1004180/Boundary_VR/?snr=1_7_7_2300_150_53,8.99,2.69,70,CDN,2020-04-27,23:25
a.i. space corps,https://store.steampowered.com/app/423180/AI_Space_Corps/?snr=1_7_7_2300_150_53,5.49,1.64,70,CDN,2020-04-27,23:25
fields xy,https://store.steampowered.com/app/552900/Fields_XY/?snr=1_7_7_2300_150_53,4.65,1.39,70,CDN,2020-04-27,23:25
mars troopers - 生化奇兵2019,https://store.steampowered.com/app/890680/Mars_Troopers__2019/?snr=1_7_7_2300_150_53,6.69,2.00,70,CDN,2020-04-27,23:25
parallel catastrophes chronicles,https://store.steampowered.com/app/1240490/Parallel_Catastrophes_Chronicles/?snr=1_7_7_2300_150_53,33.99,10.19,70,CDN,2020-04-27,23:25
open ocean,https://store.steampowered.com/app/1071640/Open_Ocean/?snr=1_7_7_2300_150_53,2.29,0.68,70,CDN,2020-04-27,23:25
fables of talumos,https://store.steampowered.com/app/1085570/Fables_of_Talumos/?snr=1_7_7_2300_150_53,10.29,4.11,60,CDN,2020-04-27,23:25
deep space shooter,https://store.steampowered.com/app/972280/Deep_Space_Shooter/?snr=1_7_7_2300_150_53,2.29,0.87,62,CDN,2020-04-27,23:25
incoming evil,https://store.steampowered.com/app/926210/Incoming_Evil/?snr=1_7_7_2300_150_53,2.29,0.87,62,CDN,2020-04-27,23:25
bang bang fruit,https://store.steampowered.com/app/587810/Bang_Bang_Fruit/?snr=1_7_7_2300_150_53,1.17,0.59,50,CDN,2020-04-27,23:25
bang bang fruit 2,https://store.steampowered.com/app/703920/Bang_Bang_Fruit_2/?snr=1_7_7_2300_150_53,1.17,0.59,50,CDN,2020-04-27,23:25
race & destroy,https://store.steampowered.com/app/466210/Race__Destroy/?snr=1_7_7_2300_150_53,11.49,5.74,50,CDN,2020-04-27,23:25
twin sector,https://store.steampowered.com/app/27900/Twin_Sector/?snr=1_7_7_2300_150_53,5.49,2.74,50,CDN,2020-04-27,23:25
ultra off-road 2019: alaska,https://store.steampowered.com/app/957050/Ultra_OffRoad_2019_Alaska/?snr=1_7_7_2300_150_53,24.99,12.49,50,CDN,2020-04-27,23:25
bullet beat: musical shoot'em up,https://store.steampowered.com/app/1180620/Bullet_Beat_Musical_Shootem_up/?snr=1_7_7_2300_150_53,3.39,1.35,60,CDN,2020-04-27,23:25
fairytale solitaire. witch charms,https://store.steampowered.com/app/1164310/Fairytale_Solitaire_Witch_Charms/?snr=1_7_7_2300_150_53,5.69,2.27,60,CDN,2020-04-27,23:25
bacillus,https://store.steampowered.com/app/1104590/Bacillus/?snr=1_7_7_2300_150_53,2.29,0.87,62,CDN,2020-04-27,23:25
crisis of the middle ages,https://store.steampowered.com/app/1081260/Crisis_of_the_Middle_Ages/?snr=1_7_7_2300_150_53,2.29,0.87,62,CDN,2020-04-27,23:25
the searchers of legends : origin,https://store.steampowered.com/app/1107490/The_Searchers_of_Legends__Origin/?snr=1_7_7_2300_150_53,4.65,1.81,61,CDN,2020-04-27,23:25
epic adventures: cursed onboard,https://store.steampowered.com/app/1056080/Epic_Adventures_Cursed_Onboard/?snr=1_7_7_2300_150_53,4.50,1.80,60,CDN,2020-04-27,23:25
12 hours 2,https://store.steampowered.com/app/1126840/12_HOURS_2/?snr=1_7_7_2300_150_53,4.65,1.81,61,CDN,2020-04-27,23:25
psycocat,https://store.steampowered.com/app/1088960/PsycoCat/?snr=1_7_7_2300_150_53,1.19,1.07,10,CDN,2020-04-27,23:25
dream girls vr,https://store.steampowered.com/app/974670/DREAM_GIRLS_VR/?snr=1_7_7_2300_150_53,13.49,5.39,60,CDN,2020-04-27,23:25
dusty raging fist,https://store.steampowered.com/app/570820/Dusty_Raging_Fist/?snr=1_7_7_2300_150_53,11.49,5.17,55,CDN,2020-04-27,23:25
car transporter 2013,https://store.steampowered.com/app/969940/Car_Transporter_2013/?snr=1_7_7_2300_150_53,8.99,3.59,60,CDN,2020-04-27,23:25
marginal act,https://store.steampowered.com/app/823330/Marginal_act/?snr=1_7_7_2300_150_54,2.29,0.91,60,CDN,2020-04-27,23:25
s-copter: trials of quick fingers and logic,https://store.steampowered.com/app/596260/SCOPTER_Trials_of_Quick_Fingers_and_Logic/?snr=1_7_7_2300_150_54,8.99,3.05,66,CDN,2020-04-27,23:25
record life,https://store.steampowered.com/app/1161330/Record_Life/?snr=1_7_7_2300_150_54,3.39,1.35,60,CDN,2020-04-27,23:25
soviet bear uni adventure,https://store.steampowered.com/app/857540/Soviet_Bear_Uni_Adventure/?snr=1_7_7_2300_150_54,2.29,0.91,60,CDN,2020-04-27,23:25
1001 jigsaw. world tour: france,https://store.steampowered.com/app/1095870/1001_Jigsaw_World_Tour_France/?snr=1_7_7_2300_150_54,5.69,2.27,60,CDN,2020-04-27,23:25
commando dog,https://store.steampowered.com/app/1103650/Commando_Dog/?snr=1_7_7_2300_150_54,2.29,0.91,60,CDN,2020-04-27,23:25
cold winter morning,https://store.steampowered.com/app/1217440/Cold_Winter_Morning/?snr=1_7_7_2300_150_54,2.29,0.91,60,CDN,2020-04-27,23:25
time for quest,https://store.steampowered.com/app/1112050/Time_For_Quest/?snr=1_7_7_2300_150_54,8.99,3.14,65,CDN,2020-04-27,23:25
minskies,https://store.steampowered.com/app/1028480/Minskies/?snr=1_7_7_2300_150_54,5.69,2.56,55,CDN,2020-04-27,23:25
